region,h,v,hv,ulx,uly,lrx,lry
CU,9,13,h9v13,-1215585,1364805,-1065585,1214805
CU,9,14,h9v14,-1215585,1214805,-1065585,1064805
CU,9,15,h9v15,-1215585,1064805,-1065585,914805
CU,9,16,h9v16,-1215585,914805,-1065585,764805
CU,9,17,h9v17,-1215585,764805,-1065585,614805
CU,9,18,h9v18,-1215585,614805,-1065585,464805
CU,9,19,h9v19,-1215585,464805,-1065585,314805
CU,9,2,h9v2,-1215585,3014805,-1065585,2864805
CU,9,20,h9v20,-1215585,314805,-1065585,164805
CU,9,21,h9v21,-1215585,164805,-1065585,14805
CU,9,3,h9v3,-1215585,2864805,-1065585,2714805
CU,9,4,h9v4,-1215585,2714805,-1065585,2564805
CU,9,5,h9v5,-1215585,2564805,-1065585,2414805
CU,9,6,h9v6,-1215585,2414805,-1065585,2264805
CU,9,7,h9v7,-1215585,2264805,-1065585,2114805
CU,9,8,h9v8,-1215585,2114805,-1065585,1964805
CU,9,9,h9v9,-1215585,1964805,-1065585,1814805
